enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
27374,20,0.7959999999999999,1,2,3,2,0,4,3,0,1,53,0.0
20325,46,0.762,1,1,1,4,1,20,3,1,5,15,0.0
27137,21,0.624,1,2,1,3,1,20,3,1,4,24,0.0
27485,103,0.92,1,1,1,3,1,7,2,1,4,39,0.0
26540,16,0.91,1,1,1,3,1,2,2,1,1,53,0.0
29843,21,0.624,2,2,1,3,1,4,0,0,4,29,1.0
20182,100,0.887,1,2,1,5,4,20,3,5,0,14,0.0
19948,103,0.92,1,1,1,3,6,5,3,1,1,28,0.0
17369,21,0.624,1,2,3,2,0,3,0,0,6,75,0.0
22369,160,0.92,1,1,1,3,1,14,1,1,1,30,0.0
25641,21,0.624,1,1,2,3,1,13,3,1,4,154,0.0
24320,73,0.754,1,2,3,3,1,6,3,1,3,8,0.0
6428,165,0.903,1,1,1,3,6,12,1,2,1,11,0.0
7406,67,0.855,1,1,1,4,1,11,1,1,2,8,0.0
27355,103,0.92,1,1,1,3,6,6,0,0,2,18,0.0
33192,103,0.92,1,1,1,3,4,5,0,0,1,32,1.0
17819,21,0.624,1,1,3,4,1,5,0,0,1,69,0.0
3465,103,0.92,2,1,1,3,3,3,1,1,3,13,0.0
1780,103,0.92,1,2,1,0,0,5,0,0,1,41,0.0
1034,104,0.924,1,2,1,2,0,6,0,1,6,20,0.0
10058,100,0.887,1,1,2,3,1,7,0,0,0,33,0.0
814,16,0.91,1,1,1,4,1,14,2,1,4,60,0.0
14058,65,0.802,1,1,1,3,3,10,1,1,5,14,0.0
29673,71,0.884,1,2,2,4,1,3,1,5,6,22,0.0
23711,90,0.698,1,1,2,3,1,19,0,0,5,24,0.0
3536,16,0.91,1,1,3,3,1,14,2,1,2,40,0.0
13541,64,0.6659999999999999,1,2,1,3,1,20,1,1,1,64,1.0
10059,16,0.91,1,1,1,3,1,9,3,1,1,56,0.0
8365,21,0.624,1,1,3,3,1,5,1,3,2,144,1.0
32018,103,0.92,1,1,1,3,1,20,0,5,5,50,1.0
31631,103,0.92,1,1,1,3,1,6,1,2,1,29,0.0
10888,97,0.925,1,1,1,4,3,14,2,5,4,112,0.0
9864,11,0.55,1,2,1,2,0,7,0,0,6,86,1.0
29349,103,0.92,1,1,1,4,6,20,3,1,1,22,0.0
32326,102,0.804,1,1,1,4,1,4,1,1,4,148,0.0
15604,101,0.5579999999999999,1,2,1,3,1,1,2,0,1,92,0.0
12900,138,0.836,1,1,1,4,1,20,2,1,1,5,0.0
4964,97,0.925,1,1,1,3,1,6,1,4,1,112,0.0
27449,16,0.91,2,1,1,3,1,9,1,1,5,94,0.0
16938,13,0.8270000000000001,1,1,1,3,1,15,2,1,1,114,0.0
19735,114,0.926,1,1,1,4,1,20,1,1,5,17,0.0
7221,160,0.92,1,1,1,3,2,4,2,3,4,11,0.0
29512,104,0.924,1,2,3,3,2,5,0,0,6,55,0.0
24656,160,0.92,1,1,3,3,1,3,3,1,1,26,0.0
6513,101,0.5579999999999999,1,1,1,2,0,6,1,1,1,30,0.0
11160,67,0.855,1,1,1,4,1,16,3,1,1,192,0.0
7068,103,0.92,1,2,1,3,1,20,0,0,5,17,0.0
32792,103,0.92,1,1,1,4,1,20,2,1,1,28,0.0
14490,16,0.91,1,1,1,4,1,20,2,6,5,30,0.0
12571,36,0.893,1,1,1,3,1,9,2,1,5,70,0.0
19531,114,0.926,1,1,1,4,1,20,1,1,1,50,0.0
6858,16,0.91,1,1,1,3,1,6,2,1,3,125,0.0
23591,23,0.899,1,1,2,3,1,20,2,1,2,83,1.0
27556,103,0.92,1,1,1,3,1,20,2,2,2,6,0.0
5740,23,0.899,1,1,1,3,3,15,1,1,5,45,0.0
22585,21,0.624,1,2,1,3,1,2,3,1,1,17,0.0
27567,160,0.92,1,1,1,2,0,20,1,1,3,67,0.0
19292,150,0.698,1,2,1,3,1,4,2,5,1,25,0.0
17419,65,0.802,2,1,2,3,1,11,3,1,1,174,0.0
22927,61,0.913,1,1,1,3,1,15,1,1,3,9,1.0
26797,103,0.92,1,2,3,3,1,2,0,0,6,42,1.0
30503,21,0.624,1,2,2,2,0,2,0,0,6,100,1.0
4853,158,0.7659999999999999,1,2,3,3,1,4,0,0,2,168,1.0
26112,103,0.92,1,1,1,3,1,20,3,1,5,143,0.0
3813,114,0.926,1,2,3,2,0,3,0,1,6,74,0.0
8223,84,0.698,1,1,1,4,1,20,1,1,1,89,0.0
964,46,0.762,1,1,1,3,1,19,0,0,1,64,1.0
16182,103,0.92,1,1,1,3,1,5,3,1,1,16,0.0
1548,101,0.5579999999999999,1,1,1,3,1,3,1,3,6,61,1.0
269,103,0.92,3,1,1,3,1,11,1,1,1,31,1.0
2078,100,0.887,1,1,1,3,1,15,3,1,3,107,1.0
31474,127,0.745,1,2,3,3,1,3,0,1,6,91,0.0
29382,103,0.92,1,1,1,3,1,20,0,0,1,112,1.0
29386,142,0.727,1,2,2,3,1,4,0,0,1,44,1.0
26906,103,0.92,1,1,1,4,1,20,1,2,5,59,0.0
16582,16,0.91,1,1,1,3,1,20,0,0,2,161,0.0
14417,103,0.92,1,1,1,3,2,20,3,1,4,72,0.0
23690,103,0.92,1,1,1,3,1,4,1,0,1,39,0.0
30741,103,0.92,2,1,1,3,3,20,1,6,1,84,0.0
20124,103,0.92,1,1,1,3,1,20,2,1,1,28,0.0
10937,103,0.92,1,1,1,3,1,20,3,5,5,33,0.0
24764,103,0.92,1,1,1,3,1,5,1,1,1,92,0.0
14878,16,0.91,1,1,1,3,1,15,2,1,1,51,0.0
19192,103,0.92,1,1,1,3,1,4,0,0,1,35,1.0
4156,103,0.92,2,1,1,3,1,3,0,1,6,28,0.0
12153,114,0.926,2,2,1,2,0,2,0,0,2,23,0.0
23902,36,0.893,1,1,1,4,1,18,1,1,1,21,0.0
4893,21,0.624,1,1,3,4,1,4,1,1,1,35,1.0
21179,162,0.767,1,2,1,3,1,10,0,0,6,52,0.0
12615,11,0.55,1,1,1,3,1,5,2,1,1,228,1.0
19040,16,0.91,1,2,3,4,1,4,0,0,1,50,0.0
10183,103,0.92,2,1,1,4,1,11,2,1,3,122,0.0
30042,103,0.92,2,2,3,4,1,11,0,0,1,58,0.0
14370,103,0.92,3,2,1,0,0,4,0,0,1,176,0.0
5792,67,0.855,1,1,3,3,1,9,1,2,1,3,0.0
8720,160,0.92,1,1,1,3,1,20,1,1,3,147,0.0
17042,160,0.92,1,2,3,3,1,4,0,0,2,39,1.0
24351,21,0.624,1,1,1,3,1,5,3,1,6,298,1.0
751,21,0.624,1,1,1,3,1,8,2,1,1,37,0.0
3538,103,0.92,1,1,1,3,3,20,3,1,5,86,0.0
3887,103,0.92,2,1,1,5,1,13,3,1,1,11,0.0
16535,105,0.794,1,1,0,3,1,5,2,0,1,84,0.0
17916,73,0.754,1,1,3,3,1,4,1,1,1,15,0.0
31539,98,0.949,1,1,1,3,1,10,1,1,5,19,0.0
19507,152,0.698,1,2,1,2,0,3,0,0,6,96,0.0
20061,23,0.899,1,1,1,3,6,8,0,0,5,54,0.0
7244,41,0.8270000000000001,1,1,2,2,0,3,2,6,5,116,0.0
2720,114,0.926,1,1,1,4,1,7,1,3,1,4,0.0
6066,160,0.92,1,1,1,4,1,20,1,1,5,96,0.0
9662,36,0.893,1,1,1,4,1,20,0,0,1,67,0.0
29249,21,0.624,1,1,1,3,1,2,0,0,2,214,0.0
13391,144,0.84,1,1,1,3,1,3,1,0,6,63,0.0
14834,103,0.92,1,1,3,3,1,2,1,1,1,33,0.0
32114,103,0.92,1,2,3,4,1,9,0,0,5,55,1.0
14580,28,0.939,3,2,3,2,0,3,2,1,3,17,0.0
26803,26,0.698,1,2,0,1,0,1,0,0,6,34,0.0
3794,103,0.92,1,1,3,3,1,20,1,2,5,50,0.0
30176,91,0.691,1,1,3,3,1,9,2,1,2,96,0.0
25708,114,0.926,1,2,3,3,1,6,1,6,1,51,1.0
252,103,0.92,1,1,1,3,1,11,3,1,1,26,0.0
33197,21,0.624,1,2,3,3,1,4,0,1,6,22,1.0
4344,76,0.698,1,1,1,3,1,16,3,1,1,14,0.0
3759,136,0.897,1,1,1,4,1,20,2,1,2,18,0.0
12575,102,0.804,1,1,1,3,1,20,2,1,1,99,0.0
9541,103,0.92,1,1,1,3,3,15,0,0,1,154,0.0
19581,21,0.624,1,1,3,3,1,6,2,1,1,242,0.0
1975,70,0.698,1,1,1,3,1,9,3,1,1,109,0.0
26169,21,0.624,1,1,1,3,1,6,2,1,1,50,1.0
25707,104,0.924,1,1,3,3,1,5,1,1,1,9,0.0
20351,102,0.804,1,1,1,4,1,5,2,1,1,48,0.0
4468,103,0.92,1,1,1,3,1,20,0,0,2,22,0.0
9657,162,0.767,1,1,1,3,1,3,1,2,1,22,0.0
9033,115,0.789,2,2,1,3,1,1,0,0,1,43,1.0
25396,103,0.92,1,1,1,4,1,17,1,1,1,23,0.0
30079,160,0.92,1,1,1,3,1,15,3,1,2,92,0.0
32292,73,0.754,2,1,2,3,1,8,0,0,3,57,1.0
13328,21,0.624,1,1,0,3,1,14,3,1,1,78,1.0
543,36,0.893,2,1,1,3,1,7,1,1,2,11,0.0
10295,61,0.913,1,1,1,2,0,20,3,1,3,46,0.0
24561,103,0.92,1,1,1,4,1,20,0,0,5,91,0.0
27461,103,0.92,1,1,1,4,1,18,1,2,5,59,0.0
31399,19,0.682,1,1,1,3,1,14,0,0,4,51,0.0
12032,136,0.897,1,1,1,4,1,20,0,0,5,63,0.0
10031,103,0.92,1,1,1,3,1,8,1,3,1,90,0.0
3155,103,0.92,1,1,1,4,1,20,3,1,5,126,0.0
27038,103,0.92,2,2,1,3,3,20,0,0,5,56,1.0
5431,21,0.624,1,2,3,2,0,3,0,0,6,34,0.0
13433,114,0.926,1,1,1,4,4,7,3,1,4,34,0.0
12499,71,0.884,1,1,1,3,1,15,2,1,5,70,0.0
31842,24,0.698,2,1,1,4,1,12,1,1,3,6,0.0
15547,136,0.897,1,1,1,4,1,7,3,1,4,42,0.0
12821,11,0.55,1,1,1,3,1,5,0,0,2,102,1.0
12556,114,0.926,2,2,3,4,1,10,0,5,1,196,0.0
26177,65,0.802,1,2,1,3,1,20,1,1,1,316,0.0
8067,45,0.89,1,1,1,4,1,14,3,1,5,27,0.0
9403,103,0.92,1,1,1,3,2,16,1,1,3,8,0.0
13112,114,0.926,1,1,1,1,0,20,1,1,1,18,0.0
12486,162,0.767,2,1,1,4,1,6,1,1,3,29,1.0
8796,103,0.92,1,1,1,3,1,5,1,1,1,21,0.0
7687,89,0.925,1,1,1,3,1,20,3,1,1,86,0.0
6559,162,0.767,1,2,2,4,1,4,0,0,2,74,1.0
3352,62,0.645,1,1,1,4,1,9,0,0,2,11,0.0
17940,114,0.926,1,2,1,4,1,13,0,0,6,6,0.0
32321,16,0.91,1,1,1,3,2,1,1,6,1,13,0.0
14165,97,0.925,1,1,1,4,6,9,1,3,1,52,0.0
27889,103,0.92,1,1,1,3,2,16,1,1,5,3,0.0
28017,21,0.624,1,1,1,3,1,16,0,0,5,128,0.0
30377,21,0.624,1,1,1,3,1,5,1,4,1,88,1.0
9748,103,0.92,1,1,2,5,1,20,2,1,5,52,0.0
29692,103,0.92,1,1,1,4,1,20,3,1,1,79,0.0
25448,142,0.727,1,1,3,3,1,7,0,0,5,24,0.0
28345,103,0.92,1,1,1,3,1,6,1,1,2,292,0.0
16375,21,0.624,1,1,3,4,1,1,1,1,1,4,0.0
607,114,0.926,1,1,1,3,1,13,1,1,4,42,0.0
5952,21,0.624,1,1,1,4,1,20,3,1,5,54,1.0
18993,21,0.624,1,2,3,2,0,5,1,2,1,316,1.0
9984,90,0.698,1,2,1,2,0,3,1,1,1,13,0.0
142,103,0.92,1,1,1,3,6,20,2,1,3,106,0.0
4747,65,0.802,1,1,1,3,1,20,0,0,5,75,1.0
33244,103,0.92,1,1,2,3,1,8,3,1,4,85,0.0
32209,16,0.91,1,2,1,5,1,5,3,5,1,128,0.0
24322,116,0.743,1,1,1,4,1,20,3,1,2,135,0.0
26705,103,0.92,1,1,1,3,1,6,3,5,2,21,0.0
19175,21,0.624,1,2,3,3,1,7,0,0,1,224,0.0
33357,16,0.91,1,1,1,3,1,4,2,1,1,18,0.0
29990,104,0.924,1,1,1,3,1,20,1,2,2,74,0.0
15370,102,0.804,1,1,1,3,1,9,1,0,2,112,0.0
17937,21,0.624,1,2,3,2,0,5,0,0,6,165,0.0
23613,103,0.92,1,1,1,3,4,20,0,0,5,78,1.0
4216,16,0.91,1,1,1,3,1,20,2,1,1,28,0.0
25530,64,0.6659999999999999,1,2,1,5,4,20,0,0,5,112,0.0
7235,114,0.926,1,1,1,2,0,19,1,2,3,19,0.0
15502,67,0.855,1,1,1,3,1,8,1,2,5,23,0.0
2069,114,0.926,2,1,1,4,3,20,1,1,5,66,0.0
33139,134,0.698,1,2,1,4,1,5,0,0,1,46,1.0
9468,103,0.92,2,1,1,4,2,4,1,6,4,54,0.0
25820,103,0.92,1,1,1,3,3,19,3,1,1,145,1.0
28970,103,0.92,1,2,3,2,0,5,0,0,1,106,1.0
50,103,0.92,1,1,1,5,1,20,3,1,1,79,1.0
7715,74,0.579,1,1,3,3,1,5,1,1,2,83,1.0
936,75,0.939,1,1,1,3,1,8,1,2,4,81,0.0
8894,75,0.939,1,1,1,3,1,11,1,1,5,21,0.0
22180,103,0.92,1,1,1,3,5,20,2,1,2,18,0.0
3120,160,0.92,1,1,1,4,1,14,2,0,5,77,0.0
11906,160,0.92,1,1,1,3,1,20,2,1,5,27,0.0
7222,103,0.92,1,1,1,3,1,16,3,1,1,9,0.0
6111,114,0.926,1,2,2,4,1,20,1,2,1,15,0.0
29172,103,0.92,1,1,3,3,1,15,3,1,2,94,0.0
18229,50,0.8959999999999999,1,2,1,2,0,10,0,0,1,18,0.0
22239,103,0.92,1,1,2,3,1,5,3,1,3,105,0.0
17040,114,0.926,1,1,1,3,1,4,2,1,2,3,0.0
19834,21,0.624,1,1,1,3,1,8,3,1,6,7,1.0
23101,103,0.92,1,1,1,3,2,10,0,0,1,104,0.0
21628,67,0.855,1,1,3,2,0,4,2,0,6,2,0.0
10679,21,0.624,1,1,3,3,1,2,1,1,1,17,0.0
31429,41,0.8270000000000001,1,1,2,3,1,5,2,6,1,94,0.0
32378,114,0.926,1,2,1,2,0,10,1,1,4,121,0.0
20618,21,0.624,1,1,1,4,1,14,1,1,2,86,0.0
4379,103,0.92,1,1,1,3,2,20,3,6,5,90,0.0
16015,103,0.92,1,1,1,4,3,5,0,1,5,56,0.0
26134,83,0.923,1,2,3,2,0,2,0,0,6,52,0.0
29814,103,0.92,1,2,1,4,6,16,3,1,5,43,0.0
27621,114,0.926,1,1,1,3,5,20,2,1,1,43,0.0
3755,136,0.897,1,1,1,4,1,6,3,1,3,27,0.0
14521,61,0.913,1,1,1,5,1,20,2,1,1,43,1.0
29642,76,0.698,1,2,3,3,1,3,0,0,1,19,1.0
8812,160,0.92,1,1,1,3,1,7,1,1,5,15,0.0
2762,65,0.802,1,1,1,3,5,1,1,1,1,156,0.0
4259,67,0.855,1,2,3,4,1,17,0,0,2,18,0.0
23721,103,0.92,1,2,0,2,0,1,0,0,6,61,1.0
21508,21,0.624,1,1,1,4,1,9,3,1,1,96,1.0
29733,16,0.91,1,1,1,3,2,19,2,6,1,14,0.0
22146,21,0.624,1,1,1,4,1,4,3,1,2,62,0.0
8936,103,0.92,2,1,1,3,4,4,1,1,1,12,0.0
25520,114,0.926,1,1,1,3,1,20,2,1,5,42,0.0
4792,114,0.926,1,2,3,3,1,6,0,0,1,20,0.0
15864,67,0.855,1,1,3,3,1,7,3,1,1,34,0.0
14235,16,0.91,1,1,1,4,1,20,2,1,5,47,0.0
6074,103,0.92,1,1,1,3,1,20,1,2,4,61,0.0
5565,21,0.624,1,1,1,4,1,17,3,1,5,168,1.0
23633,150,0.698,1,2,3,5,1,20,3,5,5,3,0.0
9985,53,0.74,2,1,3,3,1,11,1,1,6,73,0.0
14351,103,0.92,1,1,1,3,1,20,0,0,1,37,1.0
28359,103,0.92,1,2,1,4,5,20,0,0,5,8,0.0
6774,67,0.855,1,1,1,4,1,16,1,1,2,70,0.0
16762,103,0.92,1,1,1,3,1,12,3,1,5,7,0.0
13784,28,0.939,1,1,1,4,1,10,1,1,3,86,0.0
9512,103,0.92,3,1,1,3,3,1,1,2,1,56,0.0
1640,103,0.92,1,2,1,1,0,4,0,0,6,30,0.0
7089,65,0.802,1,2,3,2,0,2,1,3,1,34,1.0
3989,141,0.763,1,1,1,3,1,7,1,2,1,86,0.0
2756,104,0.924,1,1,1,3,1,8,1,1,1,232,0.0
28672,103,0.92,1,2,1,4,1,19,3,1,1,90,0.0
22981,103,0.92,1,1,1,5,1,18,2,1,4,22,0.0
10672,16,0.91,2,2,1,3,1,1,1,6,3,48,0.0
28980,103,0.92,1,2,3,3,1,8,0,0,1,100,1.0
19517,136,0.897,1,1,1,4,1,9,1,4,2,64,0.0
15613,16,0.91,1,1,1,3,3,2,2,2,6,28,0.0
5149,21,0.624,1,1,1,3,1,10,3,1,6,64,1.0
4065,103,0.92,1,1,1,3,1,14,0,0,3,21,1.0
16509,71,0.884,1,1,1,4,1,15,1,1,3,24,0.0
19695,54,0.856,1,2,1,5,1,17,0,0,1,50,0.0
20041,21,0.624,1,2,3,4,1,2,0,0,6,40,0.0
30926,165,0.903,1,1,1,3,3,20,1,1,5,18,0.0
30328,21,0.624,1,1,1,3,1,14,0,0,1,94,1.0
9177,57,0.866,1,1,3,3,1,8,1,1,1,44,0.0
31020,21,0.624,1,2,3,2,0,4,0,0,1,105,1.0
2009,28,0.939,1,1,1,4,3,15,3,1,4,12,0.0
28914,103,0.92,1,2,1,0,0,1,0,0,6,79,0.0
1199,103,0.92,1,2,2,3,1,12,2,6,1,70,0.0
10538,149,0.6890000000000001,1,1,3,4,1,17,1,6,5,105,0.0
1792,74,0.579,1,2,3,2,0,3,0,1,6,78,0.0
4907,100,0.887,1,1,1,3,1,12,1,1,2,27,0.0
294,103,0.92,1,1,1,3,1,19,2,1,2,212,0.0
28153,46,0.762,1,1,1,4,1,20,1,0,5,13,0.0
28338,16,0.91,1,1,1,3,1,20,3,5,1,41,0.0
19327,103,0.92,1,2,3,3,1,5,0,0,6,4,0.0
25306,94,0.698,2,1,1,3,1,9,1,1,1,88,0.0
12113,11,0.55,1,1,2,3,1,3,0,0,1,13,0.0
4592,24,0.698,1,2,3,2,0,2,0,0,0,18,0.0
2135,103,0.92,1,2,1,3,1,1,0,0,6,42,1.0
33127,103,0.92,1,1,1,3,1,4,1,1,4,2,0.0
24439,97,0.925,1,2,1,4,3,20,0,0,5,5,0.0
33113,103,0.92,1,1,1,3,5,19,1,2,1,130,0.0
30128,57,0.866,1,1,1,3,1,20,0,0,2,47,1.0
31322,75,0.939,1,1,1,4,1,19,3,1,1,332,0.0
4366,103,0.92,1,1,1,3,1,9,1,1,1,85,0.0
21890,21,0.624,1,1,1,3,1,4,0,0,1,68,1.0
14160,160,0.92,1,1,1,3,1,12,0,0,1,113,0.0
16126,103,0.92,1,2,2,3,1,3,3,1,2,24,0.0
24307,21,0.624,1,1,1,3,1,11,2,1,1,26,1.0
18147,23,0.899,1,1,1,2,0,7,2,1,6,30,0.0
4145,103,0.92,1,1,1,3,1,20,2,1,5,21,0.0
29837,101,0.5579999999999999,1,1,1,3,1,5,2,1,1,248,0.0
1710,103,0.92,1,2,1,3,1,20,3,1,5,47,0.0
31119,23,0.899,1,1,1,3,1,3,1,1,1,155,1.0
19160,67,0.855,2,2,3,4,1,11,0,0,5,78,0.0
9323,16,0.91,1,1,1,5,1,20,2,2,4,44,0.0
744,21,0.624,1,1,1,3,1,4,1,1,1,80,0.0
9916,160,0.92,1,1,1,3,1,20,2,1,5,55,0.0
30874,16,0.91,1,1,1,3,1,20,0,0,1,91,0.0
32300,65,0.802,1,2,1,3,1,20,2,1,4,80,0.0
25901,21,0.624,1,1,1,3,1,3,3,1,1,43,1.0
18978,114,0.926,1,1,3,3,1,19,2,1,1,111,0.0
6988,16,0.91,1,1,1,3,1,17,0,0,3,75,0.0
19762,16,0.91,1,1,1,3,1,20,0,0,5,7,0.0
28270,114,0.926,1,1,1,4,1,6,3,1,1,88,0.0
4900,103,0.92,1,2,1,3,1,10,0,0,4,140,1.0
10269,103,0.92,1,1,1,3,1,20,0,0,4,23,0.0
6854,21,0.624,1,1,1,4,1,12,1,2,2,26,0.0
19252,16,0.91,1,2,3,2,0,6,0,0,6,20,0.0
26642,19,0.682,1,1,3,3,1,1,0,0,1,45,1.0
33071,102,0.804,1,1,1,4,1,10,1,1,1,76,0.0
6852,116,0.743,1,1,1,3,1,10,3,1,1,42,0.0
14507,67,0.855,1,2,1,4,1,3,3,1,1,6,0.0
6104,98,0.949,1,1,1,4,1,5,2,1,1,67,0.0
29309,11,0.55,1,1,1,4,1,2,1,6,1,6,0.0
28537,103,0.92,1,1,1,4,3,9,2,1,4,68,0.0
754,11,0.55,1,2,3,3,3,2,0,0,1,33,1.0
27015,65,0.802,1,1,1,3,1,16,3,1,1,107,0.0
30434,21,0.624,1,2,3,2,0,9,0,0,1,8,0.0
9804,71,0.884,1,1,1,4,1,14,1,1,5,10,0.0
11158,114,0.926,1,2,1,2,0,2,0,0,6,31,0.0
7552,103,0.92,1,1,1,4,1,20,2,1,5,128,0.0
1562,21,0.624,1,2,1,3,1,17,3,1,5,23,1.0
9583,21,0.624,1,1,1,4,1,17,3,1,5,67,1.0
15600,50,0.8959999999999999,1,1,1,4,1,15,3,1,5,43,0.0
28097,103,0.92,2,1,1,3,1,15,3,1,2,320,0.0
27633,104,0.924,1,1,1,3,1,3,3,1,3,81,0.0
19767,50,0.8959999999999999,1,1,1,3,1,4,0,0,1,66,0.0
1355,103,0.92,1,1,1,3,6,20,1,4,1,127,0.0
9022,103,0.92,2,2,3,3,3,1,0,0,1,42,1.0
5125,103,0.92,1,1,1,3,2,10,0,0,5,31,1.0
29495,152,0.698,1,2,1,3,1,4,1,1,1,65,0.0
4717,67,0.855,1,1,1,4,1,13,0,0,1,28,0.0
16720,21,0.624,1,2,3,2,0,10,0,0,6,68,0.0
6137,67,0.855,1,1,1,2,0,2,1,1,1,62,0.0
1285,136,0.897,1,1,1,4,1,11,2,1,6,3,0.0
13734,16,0.91,1,1,1,5,1,16,1,1,1,11,0.0
17219,21,0.624,1,2,3,3,1,1,1,1,1,260,1.0
23913,136,0.897,1,1,2,4,1,6,1,1,1,44,0.0
11507,114,0.926,1,2,3,2,0,10,3,1,1,65,0.0
15321,103,0.92,1,1,1,4,1,9,3,1,2,16,0.0
27950,19,0.682,2,1,3,3,1,3,0,0,2,101,1.0
15295,160,0.92,1,1,1,3,1,9,3,1,1,64,0.0
28047,149,0.6890000000000001,2,1,1,3,1,5,2,2,1,11,0.0
26708,114,0.926,1,1,2,3,1,8,1,1,1,36,1.0
17990,100,0.887,1,2,1,2,0,2,0,0,6,10,0.0
9035,21,0.624,1,2,1,2,0,3,0,0,6,81,0.0
10801,83,0.923,2,1,1,4,3,4,2,5,2,48,0.0
624,103,0.92,1,1,1,4,1,20,2,1,2,26,0.0
22000,16,0.91,1,1,1,4,1,20,0,0,1,51,0.0
30555,149,0.6890000000000001,1,1,2,3,1,4,0,0,1,18,1.0
16862,73,0.754,1,1,2,3,1,6,2,1,1,106,0.0
25649,114,0.926,1,1,1,5,1,20,3,1,5,58,0.0
1384,83,0.923,1,2,3,3,1,3,0,0,1,236,0.0
10605,136,0.897,1,1,1,3,1,12,1,1,1,113,0.0
10887,61,0.913,1,1,1,4,1,20,1,1,5,80,0.0
17270,136,0.897,1,1,1,3,1,15,1,1,5,153,0.0
5816,21,0.624,1,1,1,3,1,9,3,1,4,28,1.0
23568,13,0.8270000000000001,1,1,1,3,1,20,0,0,5,61,0.0
15662,73,0.754,1,1,1,3,1,9,2,1,1,96,0.0
3551,114,0.926,1,1,1,3,1,20,2,1,5,54,0.0
20595,98,0.949,1,1,1,4,1,20,1,1,1,34,0.0
17776,160,0.92,1,2,3,3,1,5,0,0,1,190,0.0
1551,103,0.92,1,1,1,3,1,20,2,2,1,6,0.0
27183,16,0.91,1,1,1,3,2,15,1,2,1,114,0.0
32503,114,0.926,1,1,3,4,2,15,1,1,2,37,0.0
1761,103,0.92,1,1,1,3,1,20,3,1,2,64,0.0
30920,103,0.92,1,1,1,4,1,20,2,1,2,17,0.0
30238,103,0.92,1,1,1,3,1,20,0,0,5,226,1.0
3394,103,0.92,1,1,3,3,1,4,3,1,2,101,0.0
3464,103,0.92,1,1,1,4,1,2,2,1,1,22,1.0
13189,103,0.92,2,1,1,5,1,20,2,6,5,170,0.0
18056,160,0.92,1,1,1,3,1,20,1,1,2,276,0.0
15047,103,0.92,1,1,1,3,3,20,1,4,1,51,0.0
32870,103,0.92,1,1,1,2,0,1,1,1,1,95,0.0
26065,114,0.926,1,1,1,4,1,20,2,1,5,74,0.0
25989,114,0.926,1,1,1,3,1,20,1,3,2,96,0.0
107,103,0.92,1,2,1,3,1,14,2,2,1,17,0.0
8395,71,0.884,1,1,1,3,1,7,1,2,1,81,0.0
26225,36,0.893,1,1,1,4,1,9,0,0,5,102,0.0
22258,103,0.92,1,1,2,3,6,5,1,1,2,70,0.0
26916,16,0.91,1,2,1,3,1,20,1,2,1,89,0.0
24430,136,0.897,1,2,1,3,1,18,2,1,5,58,0.0
1585,16,0.91,1,1,1,4,1,16,3,1,2,104,0.0
3797,103,0.92,1,1,1,3,1,15,1,1,4,45,0.0
5409,57,0.866,1,1,1,3,1,20,2,1,5,109,0.0
8405,160,0.92,1,2,3,3,1,1,3,0,1,12,1.0
28659,16,0.91,1,1,1,3,1,9,2,1,1,3,0.0
17865,102,0.804,1,1,2,4,1,10,2,1,2,44,0.0
7331,103,0.92,2,2,1,3,3,10,0,0,5,7,1.0
9405,21,0.624,1,1,3,4,1,1,0,0,1,12,0.0
27404,103,0.92,1,2,1,4,1,20,1,1,2,96,0.0
20288,103,0.92,1,1,1,0,0,6,0,0,2,62,0.0
22448,43,0.516,1,1,1,3,1,13,1,3,5,36,1.0
23068,103,0.92,1,1,1,4,1,20,1,6,1,21,0.0
9603,103,0.92,2,1,1,3,1,8,1,3,1,48,0.0
1984,11,0.55,1,1,1,3,1,6,1,1,1,11,1.0
30601,16,0.91,1,2,1,1,0,2,0,1,6,18,0.0
5535,103,0.92,1,2,1,3,1,20,0,0,5,53,1.0
5481,162,0.767,1,1,1,3,1,7,0,0,5,34,0.0
32175,103,0.92,1,1,1,3,1,10,3,1,1,38,0.0
20979,102,0.804,1,1,1,4,1,20,2,1,1,18,0.0
20957,90,0.698,1,2,2,2,0,2,1,3,1,69,0.0
20981,61,0.913,1,1,1,3,1,20,1,1,2,3,1.0
25519,16,0.91,1,2,3,3,1,1,0,0,6,55,0.0
29482,103,0.92,1,1,1,4,1,20,2,6,4,40,0.0
7309,103,0.92,1,1,1,3,1,20,0,0,2,100,1.0
20854,73,0.754,1,1,1,3,1,10,2,1,1,11,0.0
29842,103,0.92,1,2,1,3,1,5,0,0,2,86,1.0
26834,21,0.624,1,2,3,2,0,1,0,0,6,11,0.0
10980,36,0.893,1,1,3,3,1,9,1,1,1,114,0.0
6128,103,0.92,1,1,1,4,1,20,2,1,5,19,0.0
1270,160,0.92,1,1,1,3,1,4,1,2,1,100,0.0
21492,158,0.7659999999999999,1,1,2,3,4,9,3,1,5,112,0.0
27023,136,0.897,1,2,2,3,1,2,1,0,1,85,0.0
27085,16,0.91,1,1,1,4,1,4,2,2,1,74,0.0
31071,103,0.92,1,1,1,3,1,15,1,2,2,31,0.0
